Table_Name,Fields,Datatype
AppointmentSchedulingPolicy,DeveloperName,string
AppointmentSchedulingPolicy,Language,picklist
AppointmentSchedulingPolicy,MasterLabel,string
AppointmentSchedulingPolicy,CreatedDate,datetime
AppointmentSchedulingPolicy,CreatedById,id
AppointmentSchedulingPolicy,LastModifiedDate,datetime
AppointmentSchedulingPolicy,LastModifiedById,id
AppointmentSchedulingPolicy,SystemModstamp,datetime
AppointmentSchedulingPolicy,IsOrgDefault,boolean
AppointmentSchedulingPolicy,ShouldEnforceExcludedResource,boolean
AppointmentSchedulingPolicy,ShouldEnforceRequiredResource,boolean
AppointmentSchedulingPolicy,ShouldUsePrimaryMembers,boolean
AppointmentSchedulingPolicy,ShouldUseSecondaryMembers,boolean
AppointmentSchedulingPolicy,ShouldMatchSkill,boolean
AppointmentSchedulingPolicy,ShouldMatchSkillLevel,boolean
AppointmentSchedulingPolicy,ShouldRespectVisitingHours,boolean
AppointmentSchedulingPolicy,AppointmentStartTimeInterval,picklist
AppointmentSchedulingPolicy,ShouldConsiderCalendarEvents,boolean
AppointmentSchedulingPolicy,ExtCalEventHandlerId,id
AppointmentTopicTimeSlot,Id,id
AppointmentTopicTimeSlot,IsDeleted,boolean
AppointmentTopicTimeSlot,Name,string
AppointmentTopicTimeSlot,CreatedDate,datetime
AppointmentTopicTimeSlot,CreatedById,id
AppointmentTopicTimeSlot,LastModifiedDate,datetime
AppointmentTopicTimeSlot,LastModifiedById,id
AppointmentTopicTimeSlot,SystemModstamp,datetime
AppointmentTopicTimeSlot,TimeSlotId,id
AppointmentTopicTimeSlot,WorkTypeId,id
AppointmentTopicTimeSlot,WorkTypeGroupId,id
AppointmentTopicTimeSlot,OperatingHoursId,id
AppointmentTopicTimeSlot,AppointmentTopicTimeSlotKey,string
AppTabMember,Id,id
AppTabMember,DurableId,string
AppTabMember,AppDefinitionId,string
AppTabMember,TabDefinitionId,string
AppTabMember,SortOrder,int
AppTabMember,WorkspaceDriverField,string
AppUsageAssignment,Id,id
AppUsageAssignment,IsDeleted,boolean
AppUsageAssignment,Name,string
AppUsageAssignment,CreatedDate,datetime
AppUsageAssignment,CreatedById,id
AppUsageAssignment,LastModifiedDate,datetime
AppUsageAssignment,LastModifiedById,id
AppUsageAssignment,SystemModstamp,datetime
AppUsageAssignment,RecordId,id
AppUsageAssignment,AppUsageType,string
Asset,Id,id
Asset,ContactId,id
Asset,AccountId,id
Asset,ParentId,id
Asset,RootAssetId,id
Asset,Product2Id,id
Asset,ProductCode,string
Asset,IsCompetitorProduct,boolean
Asset,CreatedDate,datetime
Asset,CreatedById,id
Asset,LastModifiedDate,datetime
Asset,LastModifiedById,id
Asset,SystemModstamp,datetime
Asset,IsDeleted,boolean
Asset,Name,string
Asset,SerialNumber,string
Asset,InstallDate,date
Asset,PurchaseDate,date
Asset,UsageEndDate,date
Asset,LifecycleStartDate,datetime
Asset,LifecycleEndDate,datetime
Asset,Status,picklist
Asset,Price,currency
Asset,Quantity,double
Asset,Description,textarea
Asset,OwnerId,id
Asset,AssetProvidedById,id
Asset,AssetServicedById,id
Asset,IsInternal,boolean
Asset,AssetLevel,int
Asset,StockKeepingUnit,string
Asset,HasLifecycleManagement,boolean
Asset,CurrentMrr,currency
Asset,CurrentLifecycleEndDate,datetime
Asset,CurrentQuantity,double
Asset,CurrentAmount,currency
Asset,TotalLifecycleAmount,currency
Asset,LastViewedDate,datetime
Asset,LastReferencedDate,datetime
AssetAction,Id,id
AssetAction,IsDeleted,boolean
AssetAction,AssetActionNumber,string
AssetAction,CreatedDate,datetime
AssetAction,CreatedById,id
AssetAction,LastModifiedDate,datetime
AssetAction,LastModifiedById,id
AssetAction,SystemModstamp,datetime
AssetAction,AssetId,id
AssetAction,Type,picklist
AssetAction,Category,picklist
AssetAction,CategoryEnum,picklist
AssetAction,ActionDate,datetime
AssetAction,ProductAmountChange,currency
AssetAction,AdjustmentAmountChange,currency
AssetAction,EstimatedTaxChange,currency
AssetAction,ActualTaxChange,currency
AssetAction,SubtotalChange,currency
AssetAction,QuantityChange,double
AssetAction,MrrChange,currency
AssetAction,Amount,currency
AssetAction,TotalInitialSaleAmount,currency
AssetAction,TotalRenewalsAmount,currency
AssetAction,TotalUpsellsAmount,currency
AssetAction,TotalDownsellsAmount,currency
AssetAction,TotalCrossSellsAmount,currency
AssetAction,TotalCancellationsAmount,currency
AssetAction,TotalTransfersAmount,currency
AssetAction,TotalTermsAndConditionsAmount,currency
AssetAction,TotalOtherAmount,currency
AssetAction,TotalAmount,currency
AssetAction,TotalQuantity,double
AssetAction,TotalMrr,currency
AssetActionSource,Id,id
AssetActionSource,IsDeleted,boolean
AssetActionSource,AssetActionSourceNumber,string
AssetActionSource,CreatedDate,datetime
AssetActionSource,CreatedById,id
AssetActionSource,LastModifiedDate,datetime
AssetActionSource,LastModifiedById,id
AssetActionSource,SystemModstamp,datetime
AssetActionSource,AssetActionId,id
AssetActionSource,ReferenceEntityItemId,id
AssetActionSource,ProductAmount,currency
AssetActionSource,AdjustmentAmount,currency
AssetActionSource,EstimatedTax,currency
AssetActionSource,ActualTax,currency
AssetActionSource,Subtotal,currency
AssetActionSource,StartDate,datetime
AssetActionSource,EndDate,datetime
AssetActionSource,Quantity,double
AssetActionSource,TransactionDate,datetime
AssetActionSource,ExternalReference,string
AssetActionSource,ExternalReferenceDataSource,string
AssetRelationship,Id,id
AssetRelationship,IsDeleted,boolean
AssetRelationship,AssetRelationshipNumber,string
AssetRelationship,CreatedDate,datetime
AssetRelationship,CreatedById,id
AssetRelationship,LastModifiedDate,datetime
AssetRelationship,LastModifiedById,id
AssetRelationship,SystemModstamp,datetime
AssetRelationship,LastViewedDate,datetime
AssetRelationship,LastReferencedDate,datetime
AssetRelationship,AssetId,id
AssetRelationship,RelatedAssetId,id
AssetRelationship,FromDate,datetime
AssetRelationship,ToDate,datetime
AssetRelationship,RelationshipType,picklist
AssetShare,Id,id
AssetShare,AssetId,id
AssetShare,UserOrGroupId,id
AssetShare,AssetAccessLevel,picklist
AssetShare,RowCause,picklist
AssetShare,LastModifiedDate,datetime
AssetShare,LastModifiedById,id
AssetShare,IsDeleted,boolean
AssetStatePeriod,Id,id
AssetStatePeriod,IsDeleted,boolean
AssetStatePeriod,AssetStatePeriodNumber,string
AssetStatePeriod,CreatedDate,datetime
AssetStatePeriod,CreatedById,id
AssetStatePeriod,LastModifiedDate,datetime
AssetStatePeriod,LastModifiedById,id
AssetStatePeriod,SystemModstamp,datetime
AssetStatePeriod,AssetId,id
AssetStatePeriod,StartDate,datetime
AssetStatePeriod,EndDate,datetime
AssetStatePeriod,Quantity,double
AssetStatePeriod,Amount,currency
AssetStatePeriod,Mrr,currency
AssetTokenEvent,ReplayId,string
AssetTokenEvent,CreatedDate,datetime
AssetTokenEvent,CreatedById,id
AssetTokenEvent,EventUuid,string
AssetTokenEvent,ConnectedAppId,id
AssetTokenEvent,UserId,id
AssetTokenEvent,AssetId,id
AssetTokenEvent,Name,string
AssetTokenEvent,DeviceId,string
AssetTokenEvent,DeviceKey,textarea
AssetTokenEvent,Expiration,datetime
AssetTokenEvent,AssetSerialNumber,string
AssetTokenEvent,AssetName,string
AssetTokenEvent,ActorTokenPayload,textarea
AssignedResource,Id,id
AssignedResource,IsDeleted,boolean
AssignedResource,AssignedResourceNumber,string
AssignedResource,CreatedDate,datetime
AssignedResource,CreatedById,id
AssignedResource,LastModifiedDate,datetime
AssignedResource,LastModifiedById,id
AssignedResource,SystemModstamp,datetime
AssignedResource,ServiceAppointmentId,id
AssignedResource,ServiceResourceId,id
AssignedResource,IsRequiredResource,boolean
AssignedResource,Role,picklist
AssignedResource,EventId,id
AssignmentRule,Id,id
AssignmentRule,Name,string
AssignmentRule,SobjectType,picklist
AssignmentRule,Active,boolean
AssignmentRule,CreatedById,id
AssignmentRule,CreatedDate,datetime
AssignmentRule,LastModifiedById,id
AssignmentRule,LastModifiedDate,datetime
AssignmentRule,SystemModstamp,datetime
AssociatedLocation,Id,id
AssociatedLocation,IsDeleted,boolean
AssociatedLocation,AssociatedLocationNumber,string
AssociatedLocation,CreatedDate,datetime
AssociatedLocation,CreatedById,id
AssociatedLocation,LastModifiedDate,datetime
AssociatedLocation,LastModifiedById,id
AssociatedLocation,SystemModstamp,datetime
AssociatedLocation,LastViewedDate,datetime
AssociatedLocation,LastReferencedDate,datetime
AssociatedLocation,ParentRecordId,id
AssociatedLocation,LocationId,id
AssociatedLocation,Type,picklist
AssociatedLocation,ActiveFrom,datetime
AssociatedLocation,ActiveTo,datetime
AsyncApexJob,Id,id
AsyncApexJob,CreatedDate,datetime
AsyncApexJob,CreatedById,id
AsyncApexJob,JobType,picklist
AsyncApexJob,ApexClassId,id
AsyncApexJob,Status,picklist
AsyncApexJob,JobItemsProcessed,int
AsyncApexJob,TotalJobItems,int
AsyncApexJob,NumberOfErrors,int
AsyncApexJob,CompletedDate,datetime
AsyncApexJob,MethodName,string
AsyncApexJob,ExtendedStatus,string
AsyncApexJob,ParentJobId,id
AsyncApexJob,LastProcessed,string
AsyncApexJob,LastProcessedOffset,int
AsyncOperationLog,Id,id
AsyncOperationLog,IsDeleted,boolean
AsyncOperationLog,AsyncOperationNumber,string
AsyncOperationLog,CreatedDate,datetime
AsyncOperationLog,CreatedById,id
AsyncOperationLog,LastModifiedDate,datetime
AsyncOperationLog,LastModifiedById,id
AsyncOperationLog,SystemModstamp,datetime
AsyncOperationLog,LastViewedDate,datetime
AsyncOperationLog,LastReferencedDate,datetime
AsyncOperationLog,ExternalReference,string
AsyncOperationLog,Description,string
AsyncOperationLog,Status,picklist
AsyncOperationLog,Type,picklist
AsyncOperationLog,StartedAt,datetime
AsyncOperationLog,FinishedAt,datetime
AsyncOperationLog,LastStatusUpdateAt,datetime
AsyncOperationLog,Error,string
AsyncOperationLog,Request,textarea
AsyncOperationLog,Response,textarea
AttachedContentDocument,Id,id
AttachedContentDocument,IsDeleted,boolean
AttachedContentDocument,LinkedEntityId,id
AttachedContentDocument,ContentDocumentId,id
AttachedContentDocument,Title,string
AttachedContentDocument,CreatedById,id
AttachedContentDocument,CreatedDate,datetime
AttachedContentDocument,LastModifiedById,id
AttachedContentDocument,LastModifiedDate,datetime
AttachedContentDocument,FileType,string
AttachedContentDocument,ContentSize,int
AttachedContentDocument,FileExtension,string
AttachedContentDocument,ContentUrl,url
AttachedContentDocument,ExternalDataSourceName,string
AttachedContentDocument,ExternalDataSourceType,picklist
AttachedContentDocument,SharingOption,picklist
Attachment,Id,id
Attachment,IsDeleted,boolean
Attachment,ParentId,id
Attachment,Name,string
Attachment,IsPrivate,boolean
Attachment,ContentType,string
Attachment,BodyLength,int
Attachment,Body,base64
Attachment,OwnerId,id
Attachment,CreatedDate,datetime
Attachment,CreatedById,id
Attachment,LastModifiedDate,datetime
Attachment,LastModifiedById,id
Attachment,SystemModstamp,datetime
Attachment,Description,textarea
AuraDefinition,Id,id
AuraDefinition,IsDeleted,boolean
AuraDefinition,CreatedDate,datetime
AuraDefinition,CreatedById,id
AuraDefinition,LastModifiedDate,datetime
AuraDefinition,LastModifiedById,id
AuraDefinition,SystemModstamp,datetime
AuraDefinition,AuraDefinitionBundleId,id
AuraDefinition,DefType,picklist
AuraDefinition,Format,picklist
AuraDefinition,Source,textarea
AuraDefinitionBundle,Id,id
AuraDefinitionBundle,IsDeleted,boolean
AuraDefinitionBundle,DeveloperName,string
AuraDefinitionBundle,Language,picklist
AuraDefinitionBundle,MasterLabel,string
AuraDefinitionBundle,NamespacePrefix,string
AuraDefinitionBundle,CreatedDate,datetime
AuraDefinitionBundle,CreatedById,id
AuraDefinitionBundle,LastModifiedDate,datetime
AuraDefinitionBundle,LastModifiedById,id
AuraDefinitionBundle,SystemModstamp,datetime
AuraDefinitionBundle,ApiVersion,double
AuraDefinitionBundle,Description,textarea
AuraDefinitionBundleInfo,Id,id
AuraDefinitionBundleInfo,DurableId,string
AuraDefinitionBundleInfo,AuraDefinitionBundleId,string
AuraDefinitionBundleInfo,ApiVersion,double
AuraDefinitionBundleInfo,DeveloperName,string
AuraDefinitionBundleInfo,NamespacePrefix,string
AuraDefinitionInfo,Id,id
AuraDefinitionInfo,DurableId,string
AuraDefinitionInfo,AuraDefinitionBundleInfoId,string
AuraDefinitionInfo,AuraDefinitionId,string
AuraDefinitionInfo,DefType,picklist
AuraDefinitionInfo,Format,picklist
AuraDefinitionInfo,Source,textarea
AuraDefinitionInfo,LastModifiedDate,datetime
AuraDefinitionInfo,DeveloperName,string
AuraDefinitionInfo,NamespacePrefix,string
AuthConfig,Id,id
AuthConfig,IsDeleted,boolean
AuthConfig,DeveloperName,string
AuthConfig,Language,picklist
AuthConfig,MasterLabel,string
AuthConfig,NamespacePrefix,string
AuthConfig,CreatedDate,datetime
AuthConfig,CreatedById,id
AuthConfig,LastModifiedDate,datetime
AuthConfig,LastModifiedById,id
AuthConfig,SystemModstamp,datetime
AuthConfig,Url,string
AuthConfig,AuthOptionsUsernamePassword,boolean
AuthConfig,AuthOptionsSaml,boolean
AuthConfig,AuthOptionsAuthProvider,boolean
AuthConfig,AuthOptionsCertificate,boolean
AuthConfig,IsActive,boolean
AuthConfig,Type,picklist
AuthConfigProviders,Id,id
AuthConfigProviders,IsDeleted,boolean
AuthConfigProviders,CreatedDate,datetime
AuthConfigProviders,CreatedById,id
AuthConfigProviders,LastModifiedDate,datetime
AuthConfigProviders,LastModifiedById,id
AuthConfigProviders,SystemModstamp,datetime
AuthConfigProviders,AuthConfigId,id
AuthConfigProviders,AuthProviderId,id
AuthorizationForm,Id,id
AuthorizationForm,OwnerId,id
AuthorizationForm,IsDeleted,boolean
AuthorizationForm,Name,string
AuthorizationForm,CreatedDate,datetime
AuthorizationForm,CreatedById,id
AuthorizationForm,LastModifiedDate,datetime
AuthorizationForm,LastModifiedById,id
AuthorizationForm,SystemModstamp,datetime
AuthorizationForm,LastViewedDate,datetime
AuthorizationForm,LastReferencedDate,datetime
AuthorizationForm,RevisionNumber,string
AuthorizationForm,EffectiveFromDate,date
AuthorizationForm,EffectiveToDate,date
AuthorizationForm,DefaultAuthFormTextId,id
AuthorizationForm,IsSignatureRequired,boolean
AuthorizationFormConsent,Id,id
AuthorizationFormConsent,OwnerId,id
AuthorizationFormConsent,IsDeleted,boolean
AuthorizationFormConsent,Name,string
AuthorizationFormConsent,CreatedDate,datetime
AuthorizationFormConsent,CreatedById,id
AuthorizationFormConsent,LastModifiedDate,datetime
AuthorizationFormConsent,LastModifiedById,id
AuthorizationFormConsent,SystemModstamp,datetime
AuthorizationFormConsent,LastViewedDate,datetime
AuthorizationFormConsent,LastReferencedDate,datetime
AuthorizationFormConsent,ConsentGiverId,id
AuthorizationFormConsent,AuthorizationFormTextId,id
AuthorizationFormConsent,ConsentCapturedSource,string
AuthorizationFormConsent,ConsentCapturedSourceType,picklist
AuthorizationFormConsent,ConsentCapturedDateTime,datetime
AuthorizationFormConsent,Status,picklist
AuthorizationFormConsent,DocumentVersionId,id
AuthorizationFormConsent,RelatedRecordId,id
AuthorizationFormDataUse,Id,id
AuthorizationFormDataUse,OwnerId,id
AuthorizationFormDataUse,IsDeleted,boolean
AuthorizationFormDataUse,Name,string
AuthorizationFormDataUse,CreatedDate,datetime
AuthorizationFormDataUse,CreatedById,id
AuthorizationFormDataUse,LastModifiedDate,datetime
AuthorizationFormDataUse,LastModifiedById,id
AuthorizationFormDataUse,SystemModstamp,datetime
AuthorizationFormDataUse,LastViewedDate,datetime
AuthorizationFormDataUse,LastReferencedDate,datetime
AuthorizationFormDataUse,AuthorizationFormId,id
AuthorizationFormDataUse,DataUsePurposeId,id
AuthorizationFormText,Id,id
AuthorizationFormText,IsDeleted,boolean
AuthorizationFormText,Name,string
AuthorizationFormText,CreatedDate,datetime
AuthorizationFormText,CreatedById,id
AuthorizationFormText,LastModifiedDate,datetime
AuthorizationFormText,LastModifiedById,id
AuthorizationFormText,SystemModstamp,datetime
AuthorizationFormText,LastViewedDate,datetime
AuthorizationFormText,LastReferencedDate,datetime
AuthorizationFormText,AuthorizationFormId,id
AuthorizationFormText,FullAuthorizationFormUrl,string
AuthorizationFormText,SummaryAuthFormText,string
AuthorizationFormText,Locale,picklist
AuthorizationFormText,LocaleSelection,picklist
